stn,wban,c,year
104020,99999,257,1988
619670,70701,257,1982
916830,99999,257,1984
031600,99999,257,1984
964130,99999,257,1983
040300,99999,257,1990
977960,99999,257,1998
034960,99999,257,1998
101720,99999,257,1998
031020,99999,257,1992
033600,99999,257,1988
062400,99999,257,1987
031140,99999,257,1994
037460,99999,257,1981
566910,99999,257,1984
039670,99999,257,1990
030040,99999,257,1985
476000,99999,257,1993
100200,99999,257,1988
711010,99999,257,1998
013170,99999,257,1992
060090,99999,257,1984
479270,99999,257,1984
913340,40505,257,1984
030590,99999,257,1989
566910,99999,257,1986
475870,99999,257,1991
964210,99999,257,1984
100370,99999,257,1988
039020,99999,257,1988
011520,99999,257,1990
036490,99999,257,1998
038940,99999,257,1999
888910,99999,257,1985
718990,25343,257,1984
703160,25624,257,1989
477040,99999,257,1986
033180,99999,257,1983
071100,99999,257,1986
039710,99999,257,1987
703980,25308,257,1987
010100,99999,256,1991
085090,99999,256,1997
032040,99999,256,1983
789540,99999,256,1990
914130,40308,256,1990
030570,99999,256,1986
476120,99999,256,1995
030280,99999,256,1984
038950,99999,256,1994
911650,22536,256,1982
040300,99999,256,1983
030240,99999,256,1990
475800,99999,256,1986
040180,16201,256,1987
063500,99999,256,1998
034920,99999,256,1998
033540,99999,256,1981
039550,99999,256,1995
476120,99999,256,1997
036030,99999,256,1991
100330,99999,256,1988
033180,99999,256,1990
917650,61705,256,1989
102460,99999,256,1998
912120,41415,256,1999
912850,21504,256,1995
033470,99999,256,1992
037120,99999,256,1994
038950,99999,256,1986
038090,99999,256,1982
888890,99999,256,1996
105000,99999,256,1998
030910,99999,256,1999
703810,25309,256,1988
913660,40604,256,1990
012100,99999,256,1989
038530,99999,256,1981
031710,99999,256,1991
789700,99999,256,1992
577070,99999,256,1984
031350,99999,256,1984
031350,99999,256,1998
476050,99999,256,1993
033770,99999,256,1993
711010,99999,256,1992
085090,99999,256,1982
812250,99999,256,1990
949620,99999,256,1998
100330,99999,256,1998
100340,99999,256,1998
479090,99999,256,1981
479270,99999,256,1983
030130,99999,256,1993
040300,99999,256,1992
916830,99999,256,1983
033340,99999,256,1983
703710,25333,256,1986
031350,99999,256,1987
030490,99999,256,1996
100370,99999,256,1998
039570,99999,255,1985
039550,99999,255,1991
033020,99999,255,1993
479180,99999,255,1984
476020,99999,255,1995
031350,99999,255,1991
039600,99999,255,1990
914130,40308,255,1999
917650,61705,255,1995
938440,99999,255,1991
034920,99999,255,1988
033340,99999,255,1982
033463,99999,255,1998
917650,61705,255,1985
477040,99999,255,1992
030270,99999,255,1992
785350,11630,255,1984
479300,99999,255,1988
032450,99999,255,1983
821930,99999,255,1996
477430,99999,255,1981
711010,99999,255,1995
914080,40309,255,1985
931190,99999,255,1991
040180,16201,255,1997
689060,99999,255,1994
785350,11630,255,1987
915510,99999,255,1996
031400,99999,255,1996
035900,99999,255,1998
103210,99999,255,1999
031600,99999,255,1981
479270,99999,255,1985
486980,99999,255,1984
103200,99999,255,1988
039550,99999,255,1997
030010,99999,255,1984
479090,99999,255,1982
033180,99999,255,1986
060100,99999,255,1995
062650,99999,255,1988
030490,99999,255,1983
703610,25339,255,1986
703160,25624,255,1987
913760,40710,255,1996
037400,99999,255,1999
039050,99999,255,1981
039020,99999,255,1985
013755,99999,255,1991
477400,99999,255,1993
062600,99999,255,1984
475800,99999,255,1989
477500,99999,255,1989
032400,99999,255,1999
704540,25704,255,1981
476000,99999,255,1991
101260,99999,255,1993
036090,99999,254,1981
477500,99999,254,1995
039650,99999,254,1985
012710,99999,254,1990
037400,99999,254,1981
036490,99999,254,1981
479090,99999,254,1993
036030,99999,254,1982
062800,99999,254,1981
990230,99999,254,1981
037970,35047,254,1981
577070,99999,254,1997
916930,99999,254,1982
030065,99999,254,1987
476000,99999,254,1995
039620,99999,254,1997
031450,99999,254,1984
032460,99999,254,1999
104000,99999,254,1981
062500,99999,254,1981
032040,99999,254,1989
062350,99999,254,1987
030570,99999,254,1999
477040,99999,254,1981
039690,99999,254,1995
579020,99999,254,1985
033470,99999,254,1999
062400,99999,254,1999
711090,99999,254,1981
040480,99999,254,1992
035340,99999,254,1992
789250,99999,254,1992
031360,99999,254,1994
039550,99999,254,1983
013100,99999,254,1990
013110,99999,254,1998
032400,99999,254,1994
034820,99999,254,1988
012410,99999,254,1982
032040,99999,254,1990
031400,99999,254,1999
062650,99999,254,1981
474340,99999,254,1992
032040,99999,254,1987
031600,99999,254,1987
938440,99999,254,1987
103350,99999,254,1998
032460,99999,254,1991
033340,99999,254,1984
011020,99999,254,1983
039670,99999,254,1989
103140,99999,254,1998
033350,99999,254,1981
039670,99999,254,1995
011120,99999,254,1991
033220,99999,254,1993
859720,99999,254,1986
039200,99999,253,1993
477430,99999,253,1993
703160,25624,253,1988
060600,99999,253,1983
911760,22519,253,1989
828990,99999,253,1986
103430,99999,253,1998
032400,99999,253,1981
619670,70701,253,1993
918000,99999,253,1983
032400,99999,253,1987
964130,99999,253,1981
012710,99999,253,1991
037260,99999,253,1994
038170,99999,253,1988
918000,99999,253,1988
039200,99999,253,1988
718980,99999,253,1983
034950,99999,253,1985
476040,99999,253,1997
032460,99999,253,1992
914080,40309,253,1988
789540,99999,253,1983
913340,40505,253,1983
918110,99999,253,1990
785350,11630,253,1986
911760,22519,253,1986
466960,99999,253,1998
063800,99999,253,1981
033540,99999,253,1985
476120,99999,253,1993
101310,99999,253,1988
103380,99999,253,1988
105130,99999,253,1988
102180,99999,253,1988
038390,99999,253,1983
031850,99999,253,1986
064510,99999,253,1981
789540,99999,253,1985
030490,99999,253,1991
031450,99999,253,1982
030930,99999,253,1986
911650,22536,253,1999
062700,99999,253,1999
038940,99999,253,1981
911760,22519,253,1992
476120,99999,253,1989
479310,99999,253,1998
034950,99999,253,1983
037170,99999,253,1998
036830,99999,253,1981
103140,99999,253,1981
788660,99999,253,1991
479180,99999,253,1986
033020,99999,253,1987
703710,25333,253,1992
030550,99999,253,1986
033770,99999,253,1998
038840,99999,252,1981
101290,99999,252,1981
034140,99999,252,1985
036030,99999,252,1988
828990,99999,252,1981
718980,99999,252,1997
789540,99999,252,1992
038620,99999,252,1994
479360,99999,252,1988
037030,99999,252,1982
913660,40604,252,1986
103340,99999,252,1998
035340,99999,252,1991
031710,99999,252,1984
100460,99999,252,1988
105060,99999,252,1998
033020,99999,252,1991
039670,99999,252,1997
038170,99999,252,1993
085090,99999,252,1984
704540,25704,252,1994
964130,99999,252,1990
085090,99999,252,1981
062350,99999,252,1985
038170,99999,252,1985
788970,99999,252,1991
039640,99999,252,1989
031710,99999,252,1987
062100,99999,252,1998
063800,99999,252,1998
039570,99999,252,1998
038620,99999,252,1981
062900,99999,252,1981
010100,99999,252,1982
039600,99999,252,1998
032450,99999,252,1981
063700,99999,252,1981
038060,99999,252,1986
030700,99999,252,1986
013005,99999,252,1987
788660,99999,252,1996
038080,99999,252,1981
102030,99999,252,1988
563850,99999,252,1983
039020,99999,252,1996
030130,99999,252,1985
914080,40309,252,1991
949980,99999,252,1997
917650,61705,252,1992
035340,99999,252,1994
030280,99999,252,1982
101220,99999,252,1987
971260,99999,252,1998
038950,99999,252,1999
032570,99999,252,1991
031020,99999,252,1997
913480,40504,252,1982
033230,99999,252,1981
477430,99999,252,1995
032570,99999,252,1992
040180,16201,252,1984
105000,99999,252,1988
789700,99999,252,1982
062600,99999,252,1987
948930,99999,252,1996
039710,99999,252,1998
063440,99999,251,1981
789700,99999,251,1983
476780,99999,251,1987
913660,40604,251,1999
711070,25342,251,1985
913660,40604,251,1997
030570,99999,251,1993
475870,99999,251,1992
033470,99999,251,1990
030280,99999,251,1987
103060,99999,251,1998
964710,99999,251,1984
062900,99999,251,1988
102150,99999,251,1987
085090,99999,251,1996
061040,99999,251,1998
703610,25339,251,1985
101360,99999,251,1993
039520,99999,251,1989
060090,99999,251,1986
030490,99999,251,1987
033180,99999,251,1985
639800,99999,251,1985
039650,99999,251,1987
949620,99999,251,1996
476040,99999,251,1998
031140,99999,251,1998
037780,99999,251,1981
577070,99999,251,1995
039710,99999,251,1991
031360,99999,251,1997
032400,99999,251,1992
032570,99999,251,1988
038940,99999,251,1998
038040,99999,251,1981
031710,99999,251,1981
788970,99999,251,1993
032220,99999,251,1984
913340,40505,251,1982
033540,99999,251,1983
100260,99999,251,1990
030060,99999,251,1991
038090,99999,251,1988
938440,99999,251,1982
039050,99999,251,1983
101420,99999,251,1998
035020,99999,251,1991
704140,99999,251,1982
592090,99999,251,1981
035860,99999,251,1981
915570,99999,251,1997
475870,99999,251,1997
914130,40308,251,1993
032400,99999,251,1984
913760,40710,251,1986
789250,99999,250,1981
859300,99999,250,1995
013110,99999,250,1991
031140,99999,250,1984
037460,99999,250,1986
061100,99999,250,1998
034140,99999,250,1994
037720,99999,250,1999
038650,99999,250,1981
703950,25325,250,1992
063500,99999,250,1992
964710,99999,250,1988
789540,99999,250,1982
033230,99999,250,1982
821930,99999,250,1992
711090,99999,250,1988
040300,99999,250,1982
011520,99999,250,1982
062100,99999,250,1987
102240,99999,250,1987
064960,99999,250,1988
038270,99999,250,1988
039570,99999,250,1982
013005,99999,250,1986
031710,99999,250,1996
476000,99999,250,1998
030920,99999,250,1985
014150,99999,250,1999
476040,99999,250,1999
030590,99999,250,1993
562870,99999,250,1983
711110,99999,250,1983
061040,99999,250,1983
031710,99999,250,1989
037260,99999,250,1986
562870,99999,250,1985
913660,40604,250,1985
101220,99999,250,1993
014080,99999,250,1990
030280,99999,250,1981
105020,99999,250,1988
103430,99999,250,1988
030570,99999,250,1988
032220,99999,250,1983
011520,99999,250,1992
103140,99999,250,1988
916830,99999,250,1988
039200,99999,250,1981
033880,99999,250,1981
476050,99999,250,1995
032431,99999,250,1985
577070,99999,250,1991
033340,99999,250,1997
031140,99999,250,1982
033600,99999,250,1986
085090,99999,250,1987
031710,99999,249,1997
914080,40309,249,1984
062750,99999,249,1984
789700,99999,249,1990
711010,99999,249,1990
035020,99999,249,1990
037760,99999,249,1986
725215,99999,249,1994
913760,40710,249,1994
780160,13601,249,1986
035340,99999,249,1996
918000,99999,249,1985
789250,99999,249,1994
812250,99999,249,1988
031020,99999,249,1989
888890,99999,249,1987
719510,99999,249,1999
033230,99999,249,1986
037720,99999,249,1987
032400,99999,249,1991
071100,99999,249,1999
963150,99999,249,1985
039020,99999,249,1983
105020,99999,249,1998
034620,99999,249,1999
063750,99999,249,1981
477040,99999,249,1995
475800,99999,249,1990
704545,99999,249,1990
476040,99999,249,1989
963150,99999,249,1986
103380,99999,249,1981
037260,99999,249,1982
789480,99999,249,1990
034140,99999,249,1986
916430,80705,249,1987
030060,99999,249,1987
476780,99999,249,1998
101220,99999,249,1981
562870,99999,249,1981
033910,99999,249,1981
619670,70701,249,1985
475800,99999,249,1993
033770,99999,249,1982
033350,99999,249,1985
032400,99999,249,1993
789480,99999,249,1992
101360,99999,249,1987
711090,99999,249,1995
039710,99999,249,1992
033180,99999,249,1984
030590,99999,249,1984
039200,99999,249,1994
038170,99999,249,1990
060100,99999,248,1997
038080,99999,248,1993
065900,99999,248,1988
030010,99999,248,1985
914130,40308,248,1991
062700,99999,248,1993
703610,25339,248,1984
060110,99999,248,1987
785263,11641,248,1999
101260,99999,248,1981
039690,99999,248,1997
475820,99999,248,1993
063300,99999,248,1998
477410,99999,248,1995
038090,99999,248,1991
477410,99999,248,1993
788660,99999,248,1988
689940,99999,248,1990
038530,99999,248,1999
477070,99999,248,1991
101470,99999,248,1990
999999,41406,248,1989
718980,99999,248,1986
035900,99999,248,1987
476120,99999,248,1998
718970,99999,248,1999
063500,99999,248,1981
703980,25308,248,1981
064560,99999,248,1981
918040,99999,248,1984
479090,99999,248,1984
911650,22536,248,1990
100350,99999,248,1987
569860,99999,248,1985
040300,99999,248,1993
036830,99999,248,1987
577070,99999,248,1996
032460,99999,248,1996
035660,99999,248,1982
011020,99999,248,1990
100380,99999,248,1990
917650,61705,248,1987
033470,99999,248,1996
039740,99999,248,1998
012100,99999,248,1990
105020,99999,248,1981
035660,99999,248,1981
034820,99999,248,1981
703710,25333,248,1997
995270,99999,248,1992
105010,99999,248,1981
031850,99999,248,1985
475730,43318,248,1993
032460,99999,248,1994
104000,99999,248,1988
103340,99999,248,1988
034140,99999,248,1990
039520,99999,248,1990
704140,99999,248,1989
032040,99999,248,1996
034920,99999,248,1999
030590,99999,247,1981
037150,99999,247,1992
035020,99999,247,1988
061100,99999,247,1990
013110,99999,247,1986
033880,99999,247,1987
916830,99999,247,1999
070240,99999,247,1981
913340,40505,247,1997
039740,99999,247,1992
101220,99999,247,1994
479300,99999,247,1983
060090,99999,247,1987
037760,99999,247,1985
479330,42215,247,1985
062500,99999,247,1984
036030,99999,247,1990
013060,99999,247,1990
913660,40604,247,1989
038090,99999,247,1992
914130,40308,247,1985
101220,99999,247,1985
039020,99999,247,1982
062800,99999,247,1983
038090,99999,247,1990
704140,99999,247,1990
033540,99999,247,1986
917650,61705,247,1999
033960,99999,247,1981
999999,41406,247,1985
711090,99999,247,1992
040180,16201,247,1982
711090,99999,247,1986
100260,99999,247,1987
033220,99999,247,1992
037040,99999,247,1986
013170,99999,247,1998
477460,99999,247,1993
689060,99999,247,1992
914080,40309,247,1992
013170,99999,247,1983
915570,99999,247,1990
963150,99999,247,1989
037150,99999,247,1987
033770,99999,247,1999
038080,99999,247,1995
964130,99999,247,1995
566910,99999,247,1991
062350,99999,247,1992
566910,99999,247,1982
474340,99999,247,1990
038940,99999,247,1987
913340,40505,247,1998
030920,99999,247,1998
064320,99999,247,1981
566910,99999,247,1997
039600,99999,247,1984
064580,99999,247,1998
479360,99999,247,1984
064560,99999,247,1984
037720,99999,247,1994
062680,99999,247,1988
012050,99999,247,1989
038530,99999,247,1998
036490,99999,247,1999
033020,99999,246,1995
031140,99999,246,1985
034960,99999,246,1988
566910,99999,246,1999
032220,99999,246,1985
031140,99999,246,1991
030220,99999,246,1993
062400,99999,246,1984
034140,99999,246,1987
475730,43318,246,1981
102150,99999,246,1981
062700,99999,246,1994
785350,11630,246,1982
010100,99999,246,1990
703980,25308,246,1986
479180,99999,246,1998
477070,99999,246,1993
918000,99999,246,1984
037150,99999,246,1988
479450,99999,246,1988
012710,99999,246,1983
062700,99999,246,1987
917650,61705,246,1998
101260,99999,246,1985
033770,99999,246,1988
012050,99999,246,1983
101470,99999,246,1987
103200,99999,246,1981
033910,99999,246,1985
039020,99999,246,1991
062900,99999,246,1993
013755,99999,246,1993
030550,99999,246,1990
038170,99999,246,1987
034820,99999,246,1987
034620,99999,246,1998
040480,99999,246,1999
060110,99999,246,1985
916430,80705,246,1988
060600,99999,246,1990
034140,99999,246,1996
035900,99999,246,1993
038090,99999,246,1993
918110,99999,246,1992
466960,99999,246,1984
711070,25342,246,1982
039020,99999,246,1989
039670,99999,246,1987
031140,99999,246,1987
101260,99999,246,1987
040180,16201,246,1996
477040,99999,246,1998
062700,99999,246,1981
479300,99999,246,1985
911650,22536,246,1991
475700,99999,246,1993
918000,99999,246,1992
592090,99999,246,1984
039550,99999,246,1984
914080,40309,246,1994
038270,99999,246,1983
938440,99999,246,1990
917650,61705,246,1996
977960,99999,246,1999
703160,25624,246,1995
062600,99999,246,1985
476040,99999,246,1991
579020,99999,246,1984
100330,99999,246,1990
030910,99999,246,1989
032570,99999,246,1986
032150,99999,246,1998
475870,99999,246,1999
918430,99999,246,1981
789580,99999,246,1992
718980,99999,246,1990
911650,22536,246,1987
033340,99999,246,1996
727970,94240,245,1981
032400,99999,245,1995
062750,99999,245,1985
062800,99999,245,1985
062350,99999,245,1993
566910,99999,245,1992
030490,99999,245,1984
032920,99999,245,1988
100200,99999,245,1990
915510,99999,245,1990
040480,99999,245,1989
037720,99999,245,1998
703810,25309,245,1981
475874,99999,245,1993
039520,99999,245,1983
040480,99999,245,1996
031710,99999,245,1995
477040,99999,245,1985
477430,99999,245,1985
785350,11630,245,1985
039740,99999,245,1991
999999,41406,245,1994
034950,99999,245,1982
030130,99999,245,1987
039570,99999,245,1999
036030,99999,245,1985
476050,99999,245,1983
475870,99999,245,1989
064510,99999,245,1998
963150,99999,245,1999
479300,99999,245,1984
038390,99999,245,1988
913660,40604,245,1982
061040,99999,245,1986
038650,99999,245,1994
578450,99999,245,1982
100220,99999,245,1990
474340,99999,245,1989
703950,25325,245,1986
475700,99999,245,1995
038170,99999,245,1995
789480,99999,245,1991
062750,99999,245,1987
101470,99999,245,1981
030570,99999,245,1985
703980,25308,245,1997
788660,99999,245,1992
062350,99999,245,1984
035860,99999,245,1988
035900,99999,245,1988
566910,99999,245,1996
477410,99999,245,1992
036090,99999,245,1994
477460,99999,245,1988
102180,99999,245,1983
477430,99999,245,1989
479330,42215,245,1984
039650,99999,245,1984
101260,99999,245,1990
063500,99999,245,1999
013110,99999,245,1995
102150,99999,245,1983
913760,40710,245,1999
788060,99999,244,1981
034820,99999,244,1985
592090,99999,244,1985
477400,99999,244,1988
035020,99999,244,1983
039570,99999,244,1987
